time,sm
2020-05-03,0.3351408
2020-05-04,0.33391505
2020-05-05,0.33392245
2020-05-06,0.33490032
2020-05-07,0.3325982
2020-05-08,0.3323604
2020-05-09,0.3348447
2020-05-10,0.33525798
2020-05-11,0.33283305
2020-05-12,0.33349603
2020-05-13,0.33182636
2020-05-14,0.33337703
2020-05-15,0.3335216
2020-05-16,0.33239362
2020-05-17,0.33604544
2020-05-18,0.3363218
2020-05-19,0.33574215
2020-05-20,0.3342155
2020-05-21,0.33311552
2020-05-22,0.33649862
2020-05-23,0.3359148
2020-05-24,0.33261317
2020-05-25,0.33142865
2020-05-26,0.33073097
2020-05-27,0.33221596
2020-05-28,0.3326135
2020-05-29,0.3303215
2020-05-30,0.33089057
2020-05-31,0.33050522
2020-06-01,0.33048534
2020-06-02,0.33096528
2020-06-03,0.32841986
2020-06-04,0.32921964
2020-06-05,0.33088362
2020-06-06,0.32884142
2020-06-07,0.3294221
2020-06-08,0.32869548
2020-06-09,0.3271325
2020-06-10,0.3255209
2020-06-11,0.32756072
2020-06-12,0.32694092
2020-06-13,0.3253192
2020-06-14,0.32525003
2020-06-15,0.3252628
2020-06-16,0.32592872
2020-06-17,0.32805294
2020-06-18,0.33093446
2020-06-19,0.3293822
2020-06-20,0.32899562
2020-06-21,0.32889894
2020-06-22,0.32885972
2020-06-23,0.32948488
2020-06-24,0.32834756
2020-06-25,0.32394305
2020-06-26,0.32296932
2020-06-27,0.3217882
2020-06-28,0.32145944
2020-06-29,0.31903964
2020-06-30,0.31936422
2020-07-01,0.32080042
2020-07-02,0.32067046
2020-07-03,0.3185125
2020-07-04,0.32028913
2020-07-05,0.32107276
2020-07-06,0.32143036
2020-07-07,0.32496864
2020-07-08,0.32567623
2020-07-09,0.325892
2020-07-10,0.32429618
2020-07-11,0.3194235
2020-07-12,0.32071957
2020-07-13,0.3215936
2020-07-14,0.32154483
2020-07-15,0.3224526
2020-07-16,0.32095143
2020-07-17,0.32155213
2020-07-18,0.32090807
2020-07-19,0.31955022
2020-07-20,0.31949028
2020-07-21,0.32177487
2020-07-22,0.32296744
2020-07-23,0.3216018
2020-07-24,0.3190327
2020-07-25,0.3201853
2020-07-26,0.31684273
2020-07-27,0.31602234
2020-07-28,0.31525853
2020-07-29,0.3158256
2020-07-30,0.3123283
2020-07-31,0.31333473
2020-08-01,0.31038713
2020-08-02,0.309583
2020-08-03,0.31050593
2020-08-04,0.3093734
2020-08-05,0.31005055
2020-08-06,0.3101117
2020-08-07,0.30869237
2020-08-08,0.30606252
2020-08-09,0.30378586
2020-08-10,0.30426636
2020-08-11,0.30763626
2020-08-12,0.30951396
2020-08-13,0.30702388
2020-08-14,0.3109519
2020-08-15,0.3104236
2020-08-16,0.3102279
2020-08-17,0.3088606
2020-08-18,0.3083276
2020-08-19,0.30499938
2020-08-20,0.30372977
2020-08-21,0.30347776
2020-08-22,0.3035307
2020-08-23,0.30142272
2020-08-24,0.3033791
2020-08-25,0.30403522
2020-08-26,0.30386746
2020-08-27,0.3023135
2020-08-28,0.29882807
2020-08-29,0.29923004
2020-08-30,0.30554518
2020-08-31,0.3026068
2020-09-01,0.30370113
2020-09-02,0.30334014
2020-09-03,0.30895254
2020-09-04,0.31096643
2020-09-05,0.30630207
2020-09-06,0.30728585
2020-09-07,0.3048578
2020-09-08,0.30714837
2020-09-09,0.30628404
2020-09-10,0.30939385
2020-09-11,0.31069216
2020-09-12,0.3100075
2020-09-13,0.30769178
2020-09-14,0.30537403
2020-09-15,0.3078623
2020-09-16,0.30317995
2020-09-17,0.30262506
2020-09-18,0.30076608
2020-09-19,0.3013999
2020-09-20,0.30759868
2020-09-21,0.3054439
2020-09-22,0.3101192
2020-09-23,0.30635488
2020-09-24,0.30561575
2020-09-25,0.30355027
2020-09-26,0.3071688
2020-09-27,0.30768815
2020-09-28,0.3058583
2020-09-29,0.30248374
2020-09-30,0.30287978
2020-10-01,0.3056832
2020-10-02,0.3074197
2020-10-03,0.3094838
2020-10-04,0.30578995
2020-10-05,0.30646273
2020-10-06,0.30791137
2020-10-07,0.30646688
2020-10-08,0.31055045
2020-10-09,0.30931208
2020-10-10,0.31258819
2020-10-11,0.31249347
2020-10-12,0.31249428
2020-10-13,0.31045076
2020-10-14,0.30770513
2020-10-15,0.30788267
2020-10-16,0.30682486
2020-10-17,0.30835167
2020-10-18,0.3088411
2020-10-19,0.3109653
2020-10-20,0.31038064
2020-10-21,0.3145132
2020-10-22,0.31468025
2020-10-23,0.31395242
2020-10-24,0.3146344
2020-10-25,0.31516132
2020-10-26,0.31672606
2020-10-27,0.31402832
2020-10-28,0.31490567
2020-10-29,0.313775
2020-10-30,0.31504506
2020-10-31,0.31841156
2020-11-01,0.32113233
2020-11-02,0.32300082
2020-11-03,0.3233636
2020-11-04,0.32097006
2020-11-05,0.319183
2020-11-06,0.322617
2020-11-07,0.31817433
2020-11-08,0.3189611
2020-11-09,0.31796917
2020-11-10,0.31679308
2020-11-11,0.3174755
2020-11-12,0.31753004
2020-11-13,0.31587586
2020-11-14,0.3158351
2020-11-15,0.3183226
2020-11-16,0.32173416
2020-11-17,0.32083496
2020-11-18,0.3222094
2020-11-19,0.3225696
2020-11-20,0.32694894
2020-11-21,0.3262277
2020-11-22,0.3299084
2020-11-23,0.33326608
2020-11-24,0.33464575
2020-11-25,0.3333874
2020-11-26,0.3336349
2020-11-27,0.33428383
2020-11-28,0.33300745
2020-11-29,0.3382305
2020-11-30,0.33373505
2020-12-01,0.33470878
2020-12-02,0.33021447
2020-12-03,0.3322344
2020-12-04,0.3364242
2020-12-05,0.3332475
2020-12-06,0.33578205
2020-12-07,0.33140722
2020-12-08,0.33319944
2020-12-09,0.33303836
2020-12-10,0.3348107
2020-12-11,0.33245698
2020-12-12,0.33395103
2020-12-13,0.33343813
2020-12-14,0.33306423
2020-12-15,0.33755895
2020-12-16,0.33833385
2020-12-17,0.33959243
2020-12-18,0.33771396
2020-12-19,0.336941
2020-12-20,0.3371908
2020-12-21,0.3336251
2020-12-22,0.33542117
2020-12-23,0.0
2020-12-24,0.33515126
2020-12-25,0.33475298
2020-12-26,0.33569857
2020-12-27,0.33628544
2020-12-28,0.33576384
2020-12-29,0.3362651
2020-12-30,0.33638358
2020-12-31,0.3386133
